index,cds,rtype,sname,dname,cname,enroll12,NumTstTakr,AvgScrRead,AvgScrMath,AvgScrWrite,NumGE1500,PctGE1500
748,19647331931716,S,Valley Alternative Magnet,Los Angeles Unified,Los Angeles,32,19,463.0,469.0,457.0,6.0,31.58
749,19647331931864,S,Grover Cleveland Charter High,Los Angeles Unified,Los Angeles,777,428,507.0,507.0,509.0,215.0,50.23
750,19647331932128,S,"Crenshaw Science, Technology, Engineering, Math an",Los Angeles Unified,Los Angeles,267,150,375.0,374.0,368.0,3.0,2.0
751,19647331932250,S,Henry David Thoreau Continuation,Los Angeles Unified,Los Angeles,22,1,,,,,
752,19647331932383,S,Susan Miller Dorsey Senior High,Los Angeles Unified,Los Angeles,271,143,374.0,359.0,378.0,6.0,4.2
753,19647331932540,S,Eagle Rock High,Los Angeles Unified,Los Angeles,413,288,469.0,471.0,460.0,101.0,35.07
754,19647331932623,S,El Camino Real Charter High,Los Angeles Unified,Los Angeles,943,428,517.0,532.0,514.0,246.0,57.48
755,19647331932847,S,Los Angeles Center for Enriched Studies,Los Angeles Unified,Los Angeles,228,207,550.0,579.0,559.0,152.0,73.43
756,19647331932888,S,Downtown Business High,Los Angeles Unified,Los Angeles,211,195,475.0,505.0,464.0,73.0,37.44
757,19647331932920,S,Fairfax Senior High,Los Angeles Unified,Los Angeles,469,275,454.0,466.0,450.0,81.0,29.45
758,19647331932987,S,John H. Francis Polytechnic,Los Angeles Unified,Los Angeles,775,417,437.0,455.0,439.0,99.0,23.74
759,19647331933001,S,King/Drew Medical Magnet High,Los Angeles Unified,Los Angeles,315,275,447.0,451.0,458.0,78.0,28.36
760,19647331933043,S,Benjamin Franklin Senior High,Los Angeles Unified,Los Angeles,306,194,440.0,448.0,427.0,51.0,26.29
761,19647331933118,S,John C. Fremont Senior High,Los Angeles Unified,Los Angeles,460,227,386.0,388.0,383.0,16.0,7.05
762,19647331933233,S,Sherman Oaks Center for Enriched Studies,Los Angeles Unified,Los Angeles,249,200,517.0,521.0,525.0,117.0,58.5
763,19647331933241,S,Gardena Senior High,Los Angeles Unified,Los Angeles,310,132,421.0,400.0,417.0,18.0,13.64
764,19647331933381,S,James A. Garfield Senior High,Los Angeles Unified,Los Angeles,642,351,408.0,420.0,404.0,42.0,11.97
765,19647331933746,S,Granada Hills Charter High,Los Angeles Unified,Los Angeles,1080,748,539.0,560.0,543.0,505.0,67.51
766,19647331933795,S,Ulysses S. Grant Senior High,Los Angeles Unified,Los Angeles,460,167,429.0,430.0,438.0,33.0,19.76
767,19647331933852,S,Alexander Hamilton Senior High,Los Angeles Unified,Los Angeles,642,459,482.0,462.0,481.0,176.0,38.34
768,19647331934033,S,Hollywood Senior High,Los Angeles Unified,Los Angeles,341,235,448.0,447.0,444.0,57.0,24.26
769,19647331934157,S,Huntington Park Senior High,Los Angeles Unified,Los Angeles,369,185,387.0,391.0,388.0,12.0,6.49
770,19647331934371,S,Thomas Jefferson Senior High,Los Angeles Unified,Los Angeles,242,127,368.0,377.0,373.0,6.0,4.72
771,19647331934454,S,David Starr Jordan Senior High,Los Angeles Unified,Los Angeles,128,46,402.0,394.0,389.0,3.0,6.52
772,19647331935121,S,Abraham Lincoln Senior High,Los Angeles Unified,Los Angeles,305,181,432.0,462.0,425.0,50.0,27.62
773,19647331935352,S,Los Angeles Senior High,Los Angeles Unified,Los Angeles,311,182,414.0,430.0,410.0,29.0,15.93
774,19647331935519,S,Manual Arts Senior High,Los Angeles Unified,Los Angeles,347,209,373.0,374.0,376.0,10.0,4.78
775,19647331935568,S,John Marshall Senior High,Los Angeles Unified,Los Angeles,601,365,490.0,493.0,485.0,164.0,44.93
776,19647331935865,S,James Monroe High,Los Angeles Unified,Los Angeles,520,225,438.0,430.0,437.0,55.0,24.44
777,19647331936160,S,Nathaniel Narbonne Senior High,Los Angeles Unified,Los Angeles,446,278,446.0,446.0,438.0,66.0,23.74
778,19647331936350,S,North Hollywood Senior High,Los Angeles Unified,Los Angeles,602,400,517.0,516.0,510.0,191.0,47.75
779,19647331937085,S,Ramona Opportunity High,Los Angeles Unified,Los Angeles,15,0,,,,,
780,19647331937226,S,Reseda Senior High,Los Angeles Unified,Los Angeles,454,210,446.0,449.0,440.0,56.0,26.67
781,19647331937424,S,Theodore Roosevelt Senior High,Los Angeles Unified,Los Angeles,468,229,392.0,396.0,390.0,22.0,9.61
782,19647331937622,S,San Fernando Senior High,Los Angeles Unified,Los Angeles,477,238,416.0,436.0,413.0,41.0,17.23
783,19647331937838,S,San Pedro Senior High,Los Angeles Unified,Los Angeles,550,243,460.0,456.0,455.0,73.0,30.04
784,19647331938307,S,South Gate Senior High,Los Angeles Unified,Los Angeles,599,354,409.0,410.0,421.0,46.0,12.99
785,19647331938554,S,Sylmar Senior High,Los Angeles Unified,Los Angeles,482,276,411.0,417.0,406.0,32.0,11.59
786,19647331938612,S,William Howard Taft Charter High,Los Angeles Unified,Los Angeles,516,296,511.0,530.0,524.0,169.0,57.09
787,19647331938885,S,University Senior High,Los Angeles Unified,Los Angeles,407,248,457.0,462.0,456.0,81.0,32.66
788,19647331938968,S,Van Nuys Senior High,Los Angeles Unified,Los Angeles,567,340,518.0,539.0,511.0,194.0,57.06
789,19647331939040,S,Venice Senior High,Los Angeles Unified,Los Angeles,390,222,475.0,480.0,468.0,77.0,34.68
790,19647331939107,S,Verdugo Hills Senior High,Los Angeles Unified,Los Angeles,315,182,449.0,479.0,449.0,57.0,31.32
791,19647331939305,S,George Washington Preparatory High,Los Angeles Unified,Los Angeles,261,124,375.0,360.0,375.0,4.0,3.23
792,19647331939479,S,WESM Health/Sports Medicine,Los Angeles Unified,Los Angeles,220,158,445.0,425.0,435.0,36.0,22.78
793,19647331939859,S,Woodrow Wilson Senior High,Los Angeles Unified,Los Angeles,395,240,398.0,408.0,396.0,23.0,9.58
794,19647331939941,S,John F. Kennedy High,Los Angeles Unified,Los Angeles,434,227,434.0,440.0,432.0,46.0,20.26
795,19647331995448,S,Francisco Bravo Medical Magnet High,Los Angeles Unified,Los Angeles,378,369,477.0,485.0,474.0,137.0,37.13
796,19647331995489,S,Los Angeles Unified Alternative Education,Los Angeles Unified,Los Angeles,413,0,,,,,
797,19647331995794,S,Youth Opportunities Unlimited,Los Angeles Unified,Los Angeles,99,1,,,,,
798,19647331995836,S,Palisades Charter High,Los Angeles Unified,Los Angeles,632,452,531.0,538.0,525.0,262.0,57.96
799,19647331996115,S,City of Angels,Los Angeles Unified,Los Angeles,430,20,507.0,451.0,501.0,9.0,45.0
800,19647331996610,S,Los Angeles Leadership Academy,Los Angeles Unified,Los Angeles,47,33,418.0,426.0,425.0,6.0,18.18
801,19647336016885,S,Elizabeth Learning Center,Los Angeles Unified,Los Angeles,124,83,407.0,393.0,414.0,5.0,6.02
802,19647336019475,S,Thirty-Second Street USC Performing Arts,Los Angeles Unified,Los Angeles,69,58,447.0,442.0,442.0,11.0,18.97
803,19647336019715,S,Vaughn Next Century Learning Center,Los Angeles Unified,Los Angeles,127,87,459.0,444.0,446.0,22.0,25.29
804,19647336058002,S,Robert Fulton College Preparatory,Los Angeles Unified,Los Angeles,135,108,390.0,379.0,399.0,11.0,10.19
805,19647336061451,S,Foshay Learning Center,Los Angeles Unified,Los Angeles,182,164,438.0,442.0,453.0,43.0,26.22
806,19647336116750,S,PUC Community Charter Middle and PUC Community Cha,Los Angeles Unified,Los Angeles,114,0,,,,,
807,19647336119945,S,Magnolia Science Academy,Los Angeles Unified,Los Angeles,57,55,475.0,501.0,470.0,23.0,41.82
808,19647740000000,D,,Lynwood Unified,Los Angeles,1166,476,402.0,406.0,407.0,47.0,9.87
809,19647740109538,S,Marco Antonio Firebaugh High,Lynwood Unified,Los Angeles,444,217,404.0,405.0,412.0,23.0,10.6
810,19647740114777,S,Pathway Independent Study,Lynwood Unified,Los Angeles,78,0,,,,,
811,19647741935436,S,Lynwood High,Lynwood Unified,Los Angeles,475,259,400.0,406.0,403.0,24.0,9.27
812,19647900000000,D,,Monrovia Unified,Los Angeles,529,240,485.0,489.0,475.0,101.0,42.08
813,19647901935899,S,Canyon Oaks High,Monrovia Unified,Los Angeles,93,13,390.0,363.0,397.0,0.0,0.0
814,19647901935923,S,Monrovia High,Monrovia Unified,Los Angeles,401,214,491.0,499.0,480.0,97.0,45.33
815,19647901996404,S,Mountain Park,Monrovia Unified,Los Angeles,24,13,489.0,441.0,468.0,4.0,30.77
816,19648080000000,D,,Montebello Unified,Los Angeles,2649,905,435.0,443.0,439.0,199.0,21.99
817,19648080124552,S,Applied Technology Center,Montebello Unified,Los Angeles,155,83,422.0,411.0,420.0,12.0,14.46
818,19648081930155,S,Schurr High,Montebello Unified,Los Angeles,639,275,464.0,472.0,467.0,89.0,32.36
819,19648081930825,S,Bell Gardens High,Montebello Unified,Los Angeles,636,304,420.0,420.0,422.0,46.0,15.13
820,19648081935998,S,Montebello High,Montebello Unified,Los Angeles,747,243,427.0,451.0,435.0,52.0,21.4
821,19648400000000,D,,Norwalk-La Mirada Unified,Los Angeles,1607,1339,404.0,406.0,404.0,205.0,15.31
822,19648401933647,S,John H. Glenn High,Norwalk-La Mirada Unified,Los Angeles,401,365,375.0,385.0,367.0,25.0,6.85
823,19648401934728,S,La Mirada High,Norwalk-La Mirada Unified,Los Angeles,510,463,439.0,436.0,437.0,106.0,22.89
824,19648401936467,S,Norwalk High,Norwalk-La Mirada Unified,Los Angeles,467,442,404.0,405.0,413.0,74.0,16.74
825,19648401936475,S,El Camino High (Continuation),Norwalk-La Mirada Unified,Los Angeles,226,69,324.0,314.0,321.0,0.0,0.0
826,19648570000000,D,,Palmdale Elementary,Los Angeles,648,16,406.0,376.0,400.0,1.0,6.25
827,19648570112714,S,Antelope Valley Learning Academy,Palmdale Elementary,Los Angeles,629,3,,,,,
828,19648570125377,S,Palmdale Aerospace Academy,Palmdale Elementary,Los Angeles,0,1,,,,,
829,19648576119580,S,Guidance Charter,Palmdale Elementary,Los Angeles,19,12,403.0,370.0,407.0,1.0,8.33
830,19648650000000,D,,Palos Verdes Peninsula Unified,Los Angeles,1080,738,584.0,617.0,592.0,611.0,82.79
831,19648651933308,S,Rancho del Mar High (Continuation),Palos Verdes Peninsula Unified,Los Angeles,50,2,,,,,
832,19648651995588,S,Palos Verdes Peninsula High,Palos Verdes Peninsula Unified,Los Angeles,650,485,594.0,635.0,607.0,411.0,84.74
833,19648651996552,S,Palos Verdes High,Palos Verdes Peninsula Unified,Los Angeles,375,251,565.0,583.0,564.0,198.0,78.88
834,19648730000000,D,,Paramount Unified,Los Angeles,1319,459,424.0,434.0,414.0,68.0,14.81
835,19648730120378,S,Paramount Alternative Education Center,Paramount Unified,Los Angeles,49,0,,,,,
836,19648731936749,S,Paramount High,Paramount Unified,Los Angeles,1118,459,424.0,434.0,414.0,68.0,14.81
837,19648810000000,D,,Pasadena Unified,Los Angeles,1558,657,476.0,469.0,463.0,233.0,35.46
838,19648810113464,S,Aveson Global Leadership Academy,Pasadena Unified,Los Angeles,27,9,,,,,
839,19648810117440,S,CIS Academy,Pasadena Unified,Los Angeles,124,4,,,,,
840,19648810118075,S,Learning Works,Pasadena Unified,Los Angeles,228,3,,,,,
841,19648811931062,S,Blair High,Pasadena Unified,Los Angeles,142,63,489.0,495.0,475.0,27.0,42.86
842,19648811931674,S,Marshall Fundamental,Pasadena Unified,Los Angeles,237,168,496.0,477.0,474.0,70.0,41.67
843,19648811936103,S,John Muir High,Pasadena Unified,Los Angeles,202,113,417.0,407.0,410.0,15.0,13.27
844,19648811936806,S,Rose City High (Continuation),Pasadena Unified,Los Angeles,129,9,,,,,
845,19648811936822,S,Pasadena High,Pasadena Unified,Los Angeles,461,288,486.0,484.0,477.0,114.0,39.58
846,19649070000000,D,,Pomona Unified,Los Angeles,1997,897,447.0,451.0,442.0,241.0,26.87
847,19649070115170,S,School of Extended Educational Options,Pomona Unified,Los Angeles,151,2,,,,,
848,19649071933175,S,Ganesha High,Pomona Unified,Los Angeles,269,114,417.0,429.0,418.0,15.0,13.16
849,19649071933324,S,Garey High,Pomona Unified,Los Angeles,403,133,433.0,433.0,439.0,25.0,18.8
850,19649071937028,S,Pomona High,Pomona Unified,Los Angeles,335,196,409.0,410.0,412.0,28.0,14.29
851,19649071995901,S,Diamond Ranch High,Pomona Unified,Los Angeles,474,339,489.0,497.0,472.0,147.0,43.36
852,19649071996495,S,Village Academy High School at Indian Hill,Pomona Unified,Los Angeles,98,64,433.0,426.0,442.0,15.0,23.44
853,19649076061634,S,Fremont Academy of Engineering and Design,Pomona Unified,Los Angeles,72,27,451.0,433.0,433.0,6.0,22.22
854,19649076061642,S,Palomares Academy of Health Science,Pomona Unified,Los Angeles,29,22,424.0,441.0,388.0,4.0,18.18
855,19649640000000,D,,San Marino Unified,Los Angeles,268,212,601.0,657.0,613.0,193.0,91.04
856,19649641937754,S,San Marino High,San Marino Unified,Los Angeles,265,212,601.0,657.0,613.0,193.0,91.04
857,19649800000000,D,,Santa Monica-Malibu Unified,Los Angeles,931,492,537.0,545.0,530.0,306.0,62.2
858,19649801938000,S,Santa Monica High,Santa Monica-Malibu Unified,Los Angeles,730,387,531.0,541.0,524.0,229.0,59.17
859,19649801995737,S,Malibu High,Santa Monica-Malibu Unified,Los Angeles,149,105,557.0,560.0,553.0,77.0,73.33
860,19650290000000,D,,South Pasadena Unified,Los Angeles,384,290,565.0,608.0,563.0,227.0,78.28
861,19650291938455,S,South Pasadena Senior High,South Pasadena Unified,Los Angeles,380,290,565.0,608.0,563.0,227.0,78.28
862,19650520000000,D,,Temple City Unified,Los Angeles,557,362,545.0,600.0,556.0,267.0,73.76
863,19650521938679,S,Temple City High,Temple City Unified,Los Angeles,532,362,545.0,600.0,556.0,267.0,73.76
864,19650600000000,D,,Torrance Unified,Los Angeles,2192,1200,517.0,557.0,523.0,742.0,61.83
865,19650601936277,S,North High,Torrance Unified,Los Angeles,494,243,490.0,525.0,490.0,126.0,51.85
866,19650601938356,S,South High,Torrance Unified,Los Angeles,509,354,540.0,577.0,548.0,248.0,70.06
867,19650601938752,S,Torrance High,Torrance Unified,Los Angeles,499,274,495.0,521.0,500.0,136.0,49.64
868,19650601939602,S,West High,Torrance Unified,Los Angeles,530,329,532.0,588.0,539.0,232.0,70.52
869,19650940000000,D,,West Covina Unified,Los Angeles,1230,454,488.0,507.0,478.0,204.0,44.93
870,19650940112706,S,California Virtual Academy @ Los Angeles,West Covina Unified,Los Angeles,284,35,549.0,502.0,521.0,23.0,65.71
871,19650940122432,S,Edgewood High,West Covina Unified,Los Angeles,186,104,503.0,522.0,493.0,57.0,54.81
872,19650940125393,S,Insight @ Los Angeles,West Covina Unified,Los Angeles,25,19,453.0,437.0,425.0,4.0,21.05
873,19650941939537,S,West Covina High,West Covina Unified,Los Angeles,582,296,477.0,506.0,471.0,120.0,40.54
874,19651280000000,D,,Whittier Union High,Los Angeles,3408,1500,451.0,460.0,446.0,399.0,26.6
875,19651281931302,S,California High,Whittier Union High,Los Angeles,748,338,450.0,456.0,439.0,85.0,25.15
876,19651281934868,S,La Serna High,Whittier Union High,Los Angeles,666,410,486.0,488.0,470.0,158.0,38.54
877,19651281936889,S,Pioneer High,Whittier Union High,Los Angeles,334,176,410.0,451.0,422.0,26.0,14.77
878,19651281937903,S,Santa Fe High,Whittier Union High,Los Angeles,604,351,434.0,442.0,438.0,74.0,21.08
879,19651281939701,S,Whittier High,Whittier Union High,Los Angeles,506,224,450.0,452.0,442.0,55.0,24.55
880,19651281995653,S,Sierra Vista High (Alternative),Whittier Union High,Los Angeles,232,1,,,,,
881,19651360000000,D,,William S. Hart Union High,Los Angeles,5302,2127,524.0,535.0,519.0,1251.0,58.82
882,19651360102459,S,Golden Valley High,William S. Hart Union High,Los Angeles,513,245,504.0,510.0,500.0,117.0,47.76
883,19651360102475,S,West Ranch High,William S. Hart Union High,Los Angeles,556,395,530.0,554.0,539.0,268.0,67.85
884,19651360114439,S,Mission View Public,William S. Hart Union High,Los Angeles,779,10,,,,,
885,19651360117234,S,Santa Clarita Valley International,William S. Hart Union High,Los Angeles,40,18,464.0,423.0,443.0,4.0,22.22
886,19651360121731,S,"Albert Einstein Academy for Letters, Arts and Scie",William S. Hart Union High,Los Angeles,68,0,,,,,
887,19651361931492,S,Canyon High,William S. Hart Union High,Los Angeles,532,291,497.0,509.0,492.0,147.0,50.52
888,19651361931740,S,Saugus High,William S. Hart Union High,Los Angeles,582,280,535.0,541.0,518.0,174.0,62.14
889,19651361932532,S,Learning Post High (Alternative),William S. Hart Union High,Los Angeles,57,7,,,,,
890,19651361933902,S,William S. Hart High,William S. Hart Union High,Los Angeles,490,287,523.0,534.0,510.0,161.0,56.1
891,19651361934421,S,Bowman (Jereann) High (Continuation),William S. Hart Union High,Los Angeles,361,1,,,,,
892,19651361995802,S,Valencia High,William S. Hart Union High,Los Angeles,806,493,529.0,544.0,528.0,298.0,60.45
893,19651361996263,S,Opportunities for Learning - Santa Clarita,William S. Hart Union High,Los Angeles,401,18,492.0,439.0,489.0,8.0,44.44
894,19651361996321,S,Academy of the Canyons,William S. Hart Union High,Los Angeles,95,82,610.0,591.0,596.0,67.0,81.71
895,19734370000000,D,,Compton Unified,Los Angeles,1359,386,396.0,386.0,396.0,31.0,8.03
896,19734371931567,S,Centennial High,Compton Unified,Los Angeles,200,83,366.0,362.0,372.0,2.0,2.41
897,19734371931963,S,Compton High,Compton Unified,Los Angeles,409,146,394.0,378.0,394.0,11.0,7.53
898,19734371932326,S,Dominguez High,Compton Unified,Los Angeles,453,153,413.0,406.0,410.0,17.0,11.11
899,19734371996057,S,Thurgood Marshall,Compton Unified,Los Angeles,14,4,,,,,
900,19734450000000,D,,Hacienda la Puente Unified,Los Angeles,1741,758,473.0,497.0,473.0,290.0,38.26
901,19734451933316,S,Puente Hills High,Hacienda la Puente Unified,Los Angeles,97,0,,,,,
902,19734451934801,S,La Puente High,Hacienda la Puente Unified,Los Angeles,370,139,424.0,429.0,423.0,24.0,17.27
903,19734451935246,S,Los Altos High,Hacienda la Puente Unified,Los Angeles,491,276,471.0,475.0,464.0,92.0,33.33
904,19734451939834,S,Glen A. Wilson High,Hacienda la Puente Unified,Los Angeles,417,253,520.0,575.0,531.0,161.0,63.64
905,19734451939925,S,William Workman High,Hacienda la Puente Unified,Los Angeles,268,90,420.0,451.0,415.0,13.0,14.44
906,19734520000000,D,,Rowland Unified,Los Angeles,1255,495,501.0,551.0,503.0,267.0,53.94
907,19734520120600,S,iQ Academy California-Los Angeles,Rowland Unified,Los Angeles,47,2,,,,,
908,19734521936228,S,Nogales High,Rowland Unified,Los Angeles,428,176,442.0,470.0,436.0,46.0,26.14
909,19734521937564,S,John A. Rowland High,Rowland Unified,Los Angeles,620,317,535.0,597.0,541.0,221.0,69.72
910,19734600000000,D,,Walnut Valley Unified,Los Angeles,1484,1178,558.0,607.0,564.0,882.0,74.87
911,19734601932862,S,Diamond Bar High,Walnut Valley Unified,Los Angeles,726,595,558.0,615.0,568.0,453.0,76.13
912,19734601939149,S,Walnut High,Walnut Valley Unified,Los Angeles,742,583,558.0,598.0,559.0,429.0,73.58
913,19752910000000,D,,San Gabriel Unified,Los Angeles,751,309,517.0,544.0,512.0,181.0,58.58
914,19752911995810,S,Gabrielino High,San Gabriel Unified,Los Angeles,451,282,522.0,557.0,518.0,176.0,62.41
915,19752911996016,S,Options for Youth San Gabriel,San Gabriel Unified,Los Angeles,262,26,474.0,413.0,455.0,5.0,19.23
916,19752911996081,S,Del Mar High,San Gabriel Unified,Los Angeles,38,1,,,,,
917,19753090000000,D,,Acton-Agua Dulce Unified,Los Angeles,652,40,514.0,478.0,496.0,20.0,50.0
918,19753090127100,S,Assurance Learning Academy,Acton-Agua Dulce Unified,Los Angeles,385,2,,,,,
919,19753090129742,S,Hope Charter Academy,Acton-Agua Dulce Unified,Los Angeles,18,0,,,,,
920,19753090130781,S,Academy of Arts and Sciences: Los Angeles (9-12),Acton-Agua Dulce Unified,Los Angeles,89,0,,,,,
921,19753090131383,S,SIATech Academy South,Acton-Agua Dulce Unified,Los Angeles,61,0,,,,,
922,19753091995786,S,Vasquez High,Acton-Agua Dulce Unified,Los Angeles,96,38,517.0,486.0,500.0,20.0,52.63
923,19753330000000,D,,Manhattan Beach Unified,Los Angeles,631,415,571.0,584.0,577.0,338.0,81.45
924,19753331935808,S,Mira Costa High,Manhattan Beach Unified,Los Angeles,620,415,571.0,584.0,577.0,338.0,81.45
925,19753410000000,D,,Redondo Beach Unified,Los Angeles,716,392,526.0,540.0,519.0,238.0,60.71
926,19753411937143,S,Redondo Union High,Redondo Beach Unified,Los Angeles,646,391,526.0,540.0,520.0,238.0,60.87
