index,cds,rtype,sname,dname,cname,enroll12,NumTstTakr,AvgScrRead,AvgScrMath,AvgScrWrite,NumGE1500,PctGE1500
1744,38684780119875,S,S.F. International High,San Francisco Unified,San Francisco,103,66,321.0,450.0,318.0,3.0,4.55
1745,38684780119958,S,Academy of Arts and Sciences,San Francisco Unified,San Francisco,74,44,447.0,413.0,456.0,9.0,20.45
1746,38684780128876,S,Gateway to College,San Francisco Unified,San Francisco,103,0,,,,,
1747,38684783830031,S,Wells (Ida B.) High,San Francisco Unified,San Francisco,44,1,,,,,
1748,38684783830064,S,Downtown High,San Francisco Unified,San Francisco,31,1,,,,,
1749,38684783830197,S,Independence High,San Francisco Unified,San Francisco,81,16,546.0,459.0,504.0,6.0,37.5
1750,38684783830205,S,Wallenberg (Raoul) Traditional High,San Francisco Unified,San Francisco,174,113,468.0,514.0,456.0,47.0,41.59
1751,38684783830254,S,Burton (Phillip and Sala) Academic High,San Francisco Unified,San Francisco,279,170,443.0,480.0,431.0,56.0,32.94
1752,38684783830288,S,Balboa High,San Francisco Unified,San Francisco,297,184,467.0,504.0,467.0,79.0,42.93
1753,38684783830353,S,International Studies Academy,San Francisco Unified,San Francisco,40,25,430.0,423.0,409.0,5.0,20.0
1754,38684783830387,S,"Asawa (Ruth) San Francisco School of the Arts, A P",San Francisco Unified,San Francisco,167,107,577.0,541.0,553.0,77.0,71.96
1755,38684783830403,S,Marshall (Thurgood) High,San Francisco Unified,San Francisco,137,76,364.0,445.0,364.0,10.0,13.16
1756,38684783830411,S,Leadership High,San Francisco Unified,San Francisco,72,57,399.0,390.0,408.0,8.0,14.04
1757,38684783830437,S,Gateway High,San Francisco Unified,San Francisco,111,93,495.0,491.0,483.0,43.0,46.24
1758,38684783831765,S,Galileo High,San Francisco Unified,San Francisco,463,356,445.0,510.0,444.0,128.0,35.96
1759,38684783833241,S,Lincoln (Abraham) High,San Francisco Unified,San Francisco,459,331,468.0,529.0,461.0,151.0,45.62
1760,38684783833407,S,Lowell High,San Francisco Unified,San Francisco,709,645,595.0,636.0,594.0,561.0,86.98
1761,38684783834082,S,Mission High,San Francisco Unified,San Francisco,256,169,400.0,464.0,399.0,40.0,23.67
1762,38684783834769,S,O'Connell (John) High,San Francisco Unified,San Francisco,109,48,412.0,418.0,409.0,6.0,12.5
1763,38684783839081,S,Washington (George) High,San Francisco Unified,San Francisco,495,365,464.0,529.0,462.0,172.0,47.12
1764,38767030000000,D,,SBE - San Francisco Flex Academy,San Francisco,32,15,501.0,509.0,502.0,8.0,53.33
1765,38767030121814,S,San Francisco Flex Academy,SBE - San Francisco Flex Academy,San Francisco,32,15,501.0,509.0,502.0,8.0,53.33
1766,39000000000000,C,,,San Joaquin,10984,3606,473.0,481.0,467.0,1315.0,36.47
1767,39103970000000,D,,San Joaquin County Office of Education,San Joaquin,916,47,491.0,456.0,458.0,13.0,27.66
1768,39103970120717,S,one.Charter,San Joaquin County Office of Education,San Joaquin,46,0,,,,,
1769,39103970121723,S,San Joaquin Building Futures Academy,San Joaquin County Office of Education,San Joaquin,130,0,,,,,
1770,39103973930476,S,Venture Academy,San Joaquin County Office of Education,San Joaquin,246,47,491.0,456.0,458.0,13.0,27.66
1771,39685020000000,D,,Escalon Unified,San Joaquin,229,81,493.0,498.0,486.0,40.0,49.38
1772,39685023932308,S,Escalon High,Escalon Unified,San Joaquin,205,81,493.0,498.0,486.0,40.0,49.38
1773,39685690000000,D,,Lincoln Unified,San Joaquin,726,251,499.0,529.0,498.0,135.0,53.78
1774,39685693933801,S,Lincoln High,Lincoln Unified,San Joaquin,653,251,499.0,529.0,498.0,135.0,53.78
1775,39685770000000,D,,Linden Unified,San Joaquin,178,69,498.0,483.0,487.0,29.0,42.03
1776,39685773933959,S,Linden High,Linden Unified,San Joaquin,143,69,498.0,483.0,487.0,29.0,42.03
1777,39685850000000,D,,Lodi Unified,San Joaquin,2296,801,486.0,502.0,481.0,348.0,43.45
1778,39685850101956,S,Aspire Benjamin Holt College Preparatory Academy,Lodi Unified,San Joaquin,79,71,500.0,502.0,503.0,32.0,45.07
1779,39685850108225,S,Ronald E. McNair High,Lodi Unified,San Joaquin,395,156,440.0,451.0,436.0,37.0,23.72
1780,39685850122580,S,Rio Valley Charter,Lodi Unified,San Joaquin,39,2,,,,,
1781,39685853930237,S,Bear Creek High,Lodi Unified,San Joaquin,428,187,478.0,510.0,467.0,81.0,43.32
1782,39685853930344,S,Independence,Lodi Unified,San Joaquin,109,1,,,,,
1783,39685853930443,S,Middle College High,Lodi Unified,San Joaquin,56,53,569.0,572.0,565.0,46.0,86.79
1784,39685853934759,S,Tokay High,Lodi Unified,San Joaquin,509,150,493.0,502.0,485.0,60.0,40.0
1785,39685853934783,S,Lodi High,Lodi Unified,San Joaquin,456,181,498.0,520.0,501.0,92.0,50.83
1786,39685930000000,D,,Manteca Unified,San Joaquin,1769,648,470.0,468.0,458.0,208.0,32.1
1787,39685930101576,S,Weston Ranch High,Manteca Unified,San Joaquin,259,96,458.0,461.0,454.0,26.0,27.08
1788,39685930112565,S,New Vision High,Manteca Unified,San Joaquin,98,1,,,,,
1789,39685930116376,S,Lathrop High,Manteca Unified,San Joaquin,307,143,442.0,432.0,432.0,22.0,15.38
1790,39685930126094,S,Manteca Unified Vocational Academy,Manteca Unified,San Joaquin,16,0,,,,,
1791,39685933930310,S,Sierra High,Manteca Unified,San Joaquin,311,140,483.0,478.0,463.0,55.0,39.29
1792,39685933932001,S,East Union High,Manteca Unified,San Joaquin,314,139,482.0,485.0,474.0,56.0,40.29
1793,39685933935103,S,Manteca High,Manteca Unified,San Joaquin,317,129,481.0,484.0,467.0,49.0,37.98
1794,39686270000000,D,,New Jerusalem Elementary,San Joaquin,507,40,443.0,445.0,443.0,11.0,27.5
1795,39686270126755,S,"Humphreys College Academy of Business, Law and Edu",New Jerusalem Elementary,San Joaquin,49,23,420.0,449.0,424.0,4.0,17.39
1796,39686270127191,S,California Virtual Academy @ San Joaquin,New Jerusalem Elementary,San Joaquin,129,0,,,,,
1797,39686270129361,S,Renew Virtual Academy K12 #1,New Jerusalem Elementary,San Joaquin,55,0,,,,,
1798,39686270129890,S,Academy of Arts and Sciences: San Joaquin,New Jerusalem Elementary,San Joaquin,63,0,,,,,
1799,39686270129916,S,Valley View Charter Prep,New Jerusalem Elementary,San Joaquin,12,0,,,,,
1800,39686270130864,S,Delta Charter Online,New Jerusalem Elementary,San Joaquin,116,0,,,,,
1801,39686276119309,S,Delta Charter,New Jerusalem Elementary,San Joaquin,79,17,474.0,439.0,468.0,7.0,41.18
1802,39686500000000,D,,Ripon Unified,San Joaquin,275,112,502.0,493.0,492.0,47.0,41.96
1803,39686500125849,S,California Connections Academy @ Ripon,Ripon Unified,San Joaquin,59,11,542.0,487.0,535.0,6.0,54.55
1804,39686503935756,S,Ripon High,Ripon Unified,San Joaquin,196,101,497.0,494.0,487.0,41.0,40.59
1805,39686760000000,D,,Stockton Unified,San Joaquin,2450,879,433.0,437.0,430.0,184.0,20.93
1806,39686760108159,S,Cesar Chavez High,Stockton Unified,San Joaquin,525,148,413.0,410.0,417.0,18.0,12.16
1807,39686760115402,S,Edward C. Merlo Institute of Environmental Studies,Stockton Unified,San Joaquin,59,22,359.0,361.0,370.0,0.0,0.0
1808,39686760118497,S,Aspire Langston Hughes Academy,Stockton Unified,San Joaquin,54,51,407.0,431.0,408.0,9.0,17.65
1809,39686760119743,S,Stockton Unified Early College Academy,Stockton Unified,San Joaquin,101,91,531.0,551.0,519.0,62.0,68.13
1810,39686760119784,S,Stockton High,Stockton Unified,San Joaquin,124,0,,,,,
1811,39686760120733,S,Stockton Collegiate International Secondary,Stockton Unified,San Joaquin,28,24,496.0,436.0,475.0,6.0,25.0
1812,39686760123802,S,Health Careers Academy,Stockton Unified,San Joaquin,106,77,421.0,416.0,418.0,14.0,18.18
1813,39686760124248,S,Pacific Law Academy,Stockton Unified,San Joaquin,41,0,,,,,
1814,39686763930427,S,Weber Institute,Stockton Unified,San Joaquin,70,13,440.0,431.0,420.0,2.0,15.38
1815,39686763932100,S,Edison High,Stockton Unified,San Joaquin,467,165,419.0,435.0,420.0,27.0,16.36
1816,39686763932654,S,Franklin High,Stockton Unified,San Joaquin,414,194,431.0,433.0,423.0,29.0,14.95
1817,39686763937406,S,Stagg Senior High,Stockton Unified,San Joaquin,304,94,426.0,425.0,425.0,17.0,18.09
1818,39754990000000,D,,Tracy Joint Unified,San Joaquin,1638,678,495.0,505.0,491.0,300.0,44.25
1819,39754990102392,S,Millennium Charter,Tracy Joint Unified,San Joaquin,104,67,483.0,487.0,480.0,23.0,34.33
1820,39754990119040,S,John C. Kimball High,Tracy Joint Unified,San Joaquin,439,216,500.0,509.0,500.0,103.0,47.69
1821,39754993930302,S,Merrill F. West High,Tracy Joint Unified,San Joaquin,490,198,491.0,504.0,479.0,86.0,43.43
1822,39754993938008,S,Tracy High,Tracy Joint Unified,San Joaquin,425,197,499.0,508.0,496.0,88.0,44.67
1823,40000000000000,C,,,San Luis Obispo,2974,1070,538.0,536.0,519.0,661.0,61.78
1824,40104050000000,D,,San Luis Obispo County Office of Education,San Luis Obispo,224,1,,,,,
1825,40104050101725,S,Grizzly ChalleNGe Charter,San Luis Obispo County Office of Education,San Luis Obispo,134,0,,,,,
1826,40104054030078,S,San Luis Obispo County Juvenile Court,San Luis Obispo County Office of Education,San Luis Obispo,11,1,,,,,
1827,40687000000000,D,,Atascadero Unified,San Luis Obispo,351,131,547.0,532.0,522.0,90.0,68.7
1828,40687004030102,S,West Mall Alternative,Atascadero Unified,San Luis Obispo,14,1,,,,,
1829,40687004030755,S,Atascadero High,Atascadero Unified,San Luis Obispo,286,130,546.0,532.0,521.0,89.0,68.46
1830,40687590000000,D,,Lucia Mar Unified,San Luis Obispo,871,317,528.0,535.0,515.0,186.0,58.68
1831,40687594030268,S,Nipomo High,Lucia Mar Unified,San Luis Obispo,255,86,508.0,511.0,490.0,40.0,46.51
1832,40687594030557,S,Arroyo Grande High,Lucia Mar Unified,San Luis Obispo,513,231,535.0,543.0,524.0,146.0,63.2
1833,40688090000000,D,,San Luis Coastal Unified,San Luis Obispo,646,303,565.0,565.0,539.0,215.0,70.96
1834,40688094034807,S,Morro Bay High,San Luis Coastal Unified,San Luis Obispo,203,81,544.0,551.0,512.0,51.0,62.96
1835,40688094036703,S,San Luis Obispo High,San Luis Coastal Unified,San Luis Obispo,405,222,572.0,571.0,549.0,164.0,73.87
1836,40688330000000,D,,Shandon Joint Unified,San Luis Obispo,12,2,,,,,
1837,40688334037008,S,Shandon High,Shandon Joint Unified,San Luis Obispo,12,2,,,,,
1838,40688410000000,D,,Templeton Unified,San Luis Obispo,253,121,533.0,523.0,520.0,74.0,61.16
1839,40688414030185,S,Templeton Independent Study High,Templeton Unified,San Luis Obispo,40,6,,,,,
1840,40688414037701,S,Templeton High,Templeton Unified,San Luis Obispo,209,115,535.0,524.0,521.0,71.0,61.74
1841,40754570000000,D,,Paso Robles Joint Unified,San Luis Obispo,562,177,508.0,503.0,490.0,86.0,48.59
1842,40754570119354,S,Independence High,Paso Robles Joint Unified,San Luis Obispo,37,1,,,,,
1843,40754574035754,S,Paso Robles High,Paso Robles Joint Unified,San Luis Obispo,454,176,508.0,504.0,490.0,86.0,48.86
1844,40754650000000,D,,Coast Unified,San Luis Obispo,55,18,522.0,506.0,486.0,9.0,50.0
1845,40754654032009,S,Coast Union High,Coast Unified,San Luis Obispo,50,18,522.0,506.0,486.0,9.0,50.0
1846,41000000000000,C,,,San Mateo,6830,3425,531.0,553.0,529.0,2123.0,61.99
1847,41104130000000,D,,San Mateo County Office of Education,San Mateo,77,0,,,,,
1848,41688900000000,D,,Cabrillo Unified,San Mateo,251,136,525.0,525.0,524.0,85.0,62.5
1849,41688904132817,S,Half Moon Bay High,Cabrillo Unified,San Mateo,231,136,525.0,525.0,524.0,85.0,62.5
1850,41689160000000,D,,Jefferson Elementary,San Mateo,80,9,,,,,
1851,41689160112284,S,California Virtual Academy @ San Mateo,Jefferson Elementary,San Mateo,80,9,,,,,
1852,41689240000000,D,,Jefferson Union High,San Mateo,1179,504,505.0,528.0,499.0,267.0,52.98
1853,41689244133393,S,Jefferson High,Jefferson Union High,San Mateo,266,110,455.0,468.0,451.0,31.0,28.18
1854,41689244135075,S,Oceana High,Jefferson Union High,San Mateo,158,89,534.0,550.0,532.0,58.0,65.17
1855,41689244137535,S,Terra Nova High,Jefferson Union High,San Mateo,246,126,537.0,548.0,523.0,85.0,67.46
1856,41689244137790,S,Westmoor High,Jefferson Union High,San Mateo,402,179,498.0,540.0,496.0,93.0,51.96
1857,41689400000000,D,,La Honda-Pescadero Unified,San Mateo,22,10,,,,,
1858,41689404135331,S,Pescadero High,La Honda-Pescadero Unified,San Mateo,22,10,,,,,
1859,41689990000000,D,,Ravenswood City Elementary,San Mateo,51,0,,,,,
1860,41689996114953,S,Aspire East Palo Alto Charter,Ravenswood City Elementary,San Mateo,51,0,,,,,
1861,41690470000000,D,,San Mateo Union High,San Mateo,2004,1189,544.0,570.0,544.0,803.0,67.54
1862,41690470128165,S,Peninsula High,San Mateo Union High,San Mateo,119,0,,,,,
1863,41690474130217,S,Aragon High,San Mateo Union High,San Mateo,318,231,567.0,581.0,572.0,167.0,72.29
1864,41690474130472,S,Burlingame High,San Mateo Union High,San Mateo,316,188,557.0,586.0,560.0,146.0,77.66
1865,41690474130738,S,Capuchino High,San Mateo Union High,San Mateo,253,137,495.0,508.0,487.0,63.0,45.99
1866,41690474133070,S,Hillsdale High,San Mateo Union High,San Mateo,329,201,524.0,554.0,520.0,120.0,59.7
1867,41690474134557,S,Mills High,San Mateo Union High,San Mateo,313,222,545.0,592.0,543.0,163.0,73.42
1868,41690474136370,S,San Mateo High,San Mateo Union High,San Mateo,350,210,558.0,576.0,559.0,144.0,68.57
1869,41690620000000,D,,Sequoia Union High,San Mateo,2450,1236,544.0,563.0,544.0,821.0,66.42
1870,41690620112722,S,Summit Preparatory Charter High,Sequoia Union High,San Mateo,83,39,532.0,531.0,522.0,23.0,58.97
1871,41690620119503,S,Everest Public High,Sequoia Union High,San Mateo,97,53,553.0,551.0,538.0,36.0,67.92
1872,41690620126722,S,East Palo Alto Academy,Sequoia Union High,San Mateo,54,21,385.0,422.0,403.0,2.0,9.52
1873,41690624130993,S,Carlmont High,Sequoia Union High,San Mateo,513,349,575.0,604.0,569.0,289.0,82.81
1874,41690624133716,S,Menlo-Atherton High,Sequoia Union High,San Mateo,486,295,580.0,593.0,575.0,215.0,72.88
1875,41690624135687,S,Redwood High,Sequoia Union High,San Mateo,219,1,,,,,
1876,41690624136693,S,Sequoia High,Sequoia Union High,San Mateo,558,270,510.0,536.0,526.0,147.0,54.44
1877,41690624138053,S,Woodside High,Sequoia Union High,San Mateo,428,208,500.0,510.0,499.0,108.0,51.92
1878,41690700000000,D,,South San Francisco Unified,San Mateo,716,341,487.0,509.0,478.0,140.0,41.06
1879,41690704132551,S,El Camino High,South San Francisco Unified,San Mateo,345,198,491.0,517.0,479.0,85.0,42.93
1880,41690704137279,S,South San Francisco High,South San Francisco Unified,San Mateo,312,143,481.0,499.0,477.0,55.0,38.46
1881,42000000000000,C,,,Santa Barbara,5055,1771,503.0,515.0,496.0,878.0,49.58
1882,42104210000000,D,,Santa Barbara County Office of Education,Santa Barbara,76,0,,,,,
1883,42691120000000,D,,Blochman Union Elementary,Santa Barbara,69,0,,,,,
1884,42691120111773,S,Family Partnership Home Study Charter,Blochman Union Elementary,Santa Barbara,62,0,,,,,
1885,42691460000000,D,,Carpinteria Unified,Santa Barbara,176,67,479.0,499.0,470.0,27.0,40.3
1886,42691464230587,S,Carpinteria Senior High,Carpinteria Unified,Santa Barbara,157,67,479.0,499.0,470.0,27.0,40.3
1887,42692290000000,D,,Lompoc Unified,Santa Barbara,638,145,508.0,505.0,489.0,77.0,53.1
1888,42692294230454,S,Cabrillo High,Lompoc Unified,Santa Barbara,297,91,528.0,520.0,504.0,56.0,61.54
1889,42692294233060,S,Lompoc High,Lompoc Unified,Santa Barbara,305,54,474.0,478.0,464.0,21.0,38.89
1890,42692450000000,D,,Los Olivos Elementary,Santa Barbara,77,3,,,,,
1891,42692454230199,S,Olive Grove,Los Olivos Elementary,Santa Barbara,77,3,,,,,
1892,42692600000000,D,,Orcutt Union Elementary,Santa Barbara,146,84,514.0,508.0,492.0,47.0,55.95
1893,42692600116434,S,Orcutt Academy Charter,Orcutt Union Elementary,Santa Barbara,146,84,514.0,508.0,492.0,47.0,55.95
1894,42693100000000,D,,Santa Maria Joint Union High,Santa Barbara,1876,527,453.0,471.0,449.0,148.0,28.08
1895,42693100102285,S,Pioneer Valley High,Santa Maria Joint Union High,Santa Barbara,601,173,455.0,463.0,451.0,46.0,26.59
1896,42693104234613,S,Ernest Righetti High,Santa Maria Joint Union High,Santa Barbara,497,181,486.0,500.0,482.0,78.0,43.09
1897,42693104236030,S,Santa Maria High,Santa Maria Joint Union High,Santa Barbara,499,173,416.0,447.0,415.0,24.0,13.87
1898,42693280000000,D,,Santa Ynez Valley Union High,Santa Barbara,257,147,521.0,530.0,516.0,87.0,59.18
1899,42693284236345,S,Santa Ynez Valley Union High,Santa Ynez Valley Union High,Santa Barbara,245,147,521.0,530.0,516.0,87.0,59.18
1900,42750100000000,D,,Cuyama Joint Unified,Santa Barbara,16,3,,,,,
1901,42750104231205,S,Cuyama Valley High,Cuyama Joint Unified,Santa Barbara,16,3,,,,,
1902,42767860000000,D,,Santa Barbara Unified,Santa Barbara,1724,795,534.0,545.0,526.0,489.0,61.51
1903,42767860120402,S,Alta Vista Alternative High,Santa Barbara Unified,Santa Barbara,104,12,568.0,548.0,558.0,10.0,83.33
1904,42767864231726,S,Dos Pueblos Senior High,Santa Barbara Unified,Santa Barbara,522,325,539.0,557.0,529.0,204.0,62.77
1905,42767864235230,S,San Marcos Senior High,Santa Barbara Unified,Santa Barbara,457,201,518.0,532.0,514.0,116.0,57.71
1906,42767864235727,S,Santa Barbara Senior High,Santa Barbara Unified,Santa Barbara,534,257,537.0,539.0,529.0,159.0,61.87
1907,43000000000000,C,,,Santa Clara,20434,10690,547.0,576.0,550.0,7080.0,66.23
1908,43104390000000,D,,Santa Clara County Office of Education,Santa Clara,497,193,481.0,488.0,481.0,76.0,39.38
1909,43104390102905,S,Leadership Public Schools - San Jose,Santa Clara County Office of Education,Santa Clara,66,49,377.0,392.0,381.0,2.0,4.08
1910,43104390113431,S,University Preparatory Academy Charter,Santa Clara County Office of Education,Santa Clara,69,74,535.0,546.0,537.0,46.0,62.16
1911,43104390120261,S,Magnolia Science Academy Santa Clara,Santa Clara County Office of Education,Santa Clara,0,3,,,,,
1912,43104390121780,S,Silicon Valley Flex Academy,Santa Clara County Office of Education,Santa Clara,14,6,,,,,
1913,43104390123794,S,Summit Public School: Tahoma,Santa Clara County Office of Education,Santa Clara,74,61,490.0,483.0,483.0,22.0,36.07
1914,43694010000000,D,,Campbell Union High,Santa Clara,1784,892,531.0,543.0,528.0,550.0,61.66
1915,43694014330239,S,Leigh High,Campbell Union High,Santa Clara,379,226,551.0,573.0,544.0,158.0,69.91
1916,43694014330759,S,Boynton High,Campbell Union High,Santa Clara,197,2,,,,,
1917,43694014330866,S,Branham High,Campbell Union High,Santa Clara,349,216,539.0,543.0,540.0,137.0,63.43
1918,43694014331955,S,Del Mar High,Campbell Union High,Santa Clara,228,93,468.0,465.0,459.0,31.0,33.33
1919,43694014336137,S,Prospect High,Campbell Union High,Santa Clara,263,153,534.0,552.0,531.0,98.0,64.05
1920,43694014338505,S,Westmont High,Campbell Union High,Santa Clara,346,202,528.0,537.0,529.0,125.0,61.88
1921,43694270000000,D,,East Side Union High,Santa Clara,6647,2910,499.0,533.0,500.0,1491.0,51.24
1922,43694270107151,S,"Escuela Popular/Center for Training and Careers, F",East Side Union High,Santa Clara,48,0,,,,,
1923,43694270116889,S,KIPP San Jose Collegiate,East Side Union High,Santa Clara,95,43,467.0,508.0,482.0,16.0,37.21
1924,43694270123745,S,Summit Public School: Rainier,East Side Union High,Santa Clara,59,52,488.0,497.0,493.0,25.0,48.08
1925,43694270125427,S,Calero High,East Side Union High,Santa Clara,45,0,,,,,
1926,43694274330015,S,Yerba Buena High,East Side Union High,Santa Clara,421,179,450.0,487.0,454.0,59.0,32.96
1927,43694274330023,S,Santa Teresa High,East Side Union High,Santa Clara,581,300,516.0,536.0,508.0,169.0,56.33
1928,43694274330031,S,Independence High,East Side Union High,Santa Clara,786,375,491.0,524.0,493.0,185.0,49.33
1929,43694274330361,S,Apollo High,East Side Union High,Santa Clara,116,8,,,,,
1930,43694274330668,S,Latino College Preparatory Academy,East Side Union High,Santa Clara,88,61,367.0,383.0,380.0,0.0,0.0
1931,43694274330676,S,San Jose Conservation Corps Charter,East Side Union High,Santa Clara,339,0,,,,,
1932,43694274330692,S,Evergreen Valley High,East Side Union High,Santa Clara,652,452,558.0,601.0,565.0,334.0,73.89
1933,43694274330726,S,Escuela Popular Accelerated Family Learning,East Side Union High,Santa Clara,12,0,,,,,
1934,43694274332995,S,Andrew P. Hill High,East Side Union High,Santa Clara,526,193,492.0,527.0,493.0,95.0,49.22
1935,43694274333639,S,James Lick High,East Side Union High,Santa Clara,243,117,440.0,467.0,440.0,35.0,29.91
1936,43694274334900,S,Mount Pleasant High,East Side Union High,Santa Clara,363,166,448.0,481.0,442.0,43.0,25.9
1937,43694274335204,S,Oak Grove High,East Side Union High,Santa Clara,452,177,494.0,519.0,487.0,87.0,49.15
1938,43694274335428,S,William C. Overfelt High,East Side Union High,Santa Clara,315,115,434.0,471.0,429.0,30.0,26.09
1939,43694274335907,S,Piedmont Hills High,East Side Union High,Santa Clara,535,364,527.0,570.0,538.0,233.0,64.01
1940,43694274337903,S,Silver Creek High,East Side Union High,Santa Clara,556,308,516.0,551.0,511.0,179.0,58.12
1941,43694680000000,D,,Fremont Union High,Santa Clara,2704,1915,606.0,657.0,621.0,1659.0,86.63
1942,43694684331799,S,Cupertino High,Fremont Union High,Santa Clara,508,362,598.0,660.0,619.0,315.0,87.02
1943,43694684332474,S,Fremont High,Fremont Union High,Santa Clara,500,230,522.0,555.0,525.0,137.0,59.57
1944,43694684333316,S,Homestead High,Fremont Union High,Santa Clara,606,412,586.0,627.0,591.0,338.0,82.04
1945,43694684334421,S,Lynbrook High,Fremont Union High,Santa Clara,472,398,639.0,698.0,664.0,382.0,95.98
1946,43694684334462,S,Monta Vista High,Fremont Union High,Santa Clara,608,513,638.0,691.0,657.0,487.0,94.93
1947,43694840000000,D,,Gilroy Unified,Santa Clara,911,378,491.0,493.0,487.0,159.0,42.06
1948,43694840114496,S,Dr. T. J. Owens Gilroy Early College Academy,Gilroy Unified,Santa Clara,41,43,567.0,563.0,552.0,30.0,69.77
1949,43694840118380,S,Christopher High,Gilroy Unified,Santa Clara,437,232,489.0,487.0,484.0,94.0,40.52
1950,43694844332839,S,Gilroy High,Gilroy Unified,Santa Clara,267,103,465.0,476.0,464.0,35.0,33.98
1951,43695340000000,D,,Los Gatos-Saratoga Joint Union High,Santa Clara,851,698,615.0,638.0,617.0,630.0,90.26
1952,43695344334371,S,Los Gatos High,Los Gatos-Saratoga Joint Union High,Santa Clara,484,379,595.0,608.0,589.0,328.0,86.54
1953,43695344337762,S,Saratoga High,Los Gatos-Saratoga Joint Union High,Santa Clara,362,319,639.0,674.0,650.0,302.0,94.67
1954,43695830000000,D,,Morgan Hill Unified,Santa Clara,667,310,502.0,506.0,495.0,156.0,50.32
1955,43695830102368,S,Ann Sobrato High,Morgan Hill Unified,Santa Clara,312,161,522.0,536.0,515.0,101.0,62.73
1956,43695834333951,S,Live Oak High,Morgan Hill Unified,Santa Clara,254,149,479.0,473.0,474.0,55.0,36.91
1957,43696090000000,D,,Mountain View-Los Altos Union High,Santa Clara,886,582,601.0,625.0,603.0,488.0,83.85
1958,43696094334116,S,Los Altos High,Mountain View-Los Altos Union High,Santa Clara,397,246,611.0,636.0,622.0,217.0,88.21
1959,43696094334728,S,Mountain View High,Mountain View-Los Altos Union High,Santa Clara,456,336,594.0,617.0,589.0,271.0,80.65
1960,43696410000000,D,,Palo Alto Unified,Santa Clara,936,700,634.0,671.0,634.0,640.0,91.43
1961,43696414332904,S,Henry M. Gunn High,Palo Alto Unified,Santa Clara,447,330,642.0,686.0,646.0,310.0,93.94
1962,43696414335782,S,Palo Alto High,Palo Alto Unified,Santa Clara,476,370,627.0,657.0,624.0,330.0,89.19
1963,43696660000000,D,,San Jose Unified,Santa Clara,2687,1200,525.0,541.0,525.0,695.0,57.92
1964,43696664330080,S,Gunderson High,San Jose Unified,Santa Clara,259,111,477.0,474.0,461.0,44.0,39.64
1965,43696664330502,S,Liberty High (Alternative),San Jose Unified,Santa Clara,185,1,,,,,
1966,43696664330585,S,Downtown College Preparatory,San Jose Unified,Santa Clara,102,3,,,,,
1967,43696664330593,S,Middle College High,San Jose Unified,Santa Clara,27,0,,,,,
1968,43696664332110,S,Broadway High,San Jose Unified,Santa Clara,210,1,,,,,
1969,43696664333522,S,Leland High,San Jose Unified,Santa Clara,417,339,600.0,641.0,603.0,293.0,86.43
1970,43696664333795,S,Abraham Lincoln High,San Jose Unified,Santa Clara,352,195,489.0,491.0,484.0,79.0,40.51
1971,43696664335949,S,Pioneer High,San Jose Unified,Santa Clara,356,259,530.0,540.0,531.0,159.0,61.39
1972,43696664337200,S,San José High,San Jose Unified,Santa Clara,219,111,442.0,450.0,455.0,27.0,24.32
1973,43696664338950,S,Willow Glen High,San Jose Unified,Santa Clara,368,180,501.0,508.0,496.0,90.0,50.0
1974,43696740000000,D,,Santa Clara Unified,Santa Clara,1071,462,516.0,531.0,515.0,257.0,55.63
1975,43696744330122,S,Santa Clara High,Santa Clara Unified,Santa Clara,452,230,512.0,522.0,504.0,121.0,52.61
1976,43696744330247,S,Wilson Alternative,Santa Clara Unified,Santa Clara,109,1,,,,,
1977,43696744338802,S,Adrian Wilcox High,Santa Clara Unified,Santa Clara,427,231,521.0,540.0,526.0,136.0,58.87
1978,43733870000000,D,,Milpitas Unified,Santa Clara,793,450,527.0,563.0,524.0,279.0,62.0
1979,43733874334470,S,Milpitas High,Milpitas Unified,Santa Clara,717,450,527.0,563.0,524.0,279.0,62.0
1980,44000000000000,C,,,Santa Cruz,3107,1184,517.0,517.0,509.0,641.0,54.14
1981,44104470000000,D,,Santa Cruz County Office of Education,Santa Cruz,392,66,638.0,638.0,630.0,62.0,93.94
1982,44104474430252,S,Pacific Collegiate Charter,Santa Cruz County Office of Education,Santa Cruz,71,66,638.0,638.0,630.0,62.0,93.94
1983,44697650000000,D,,Live Oak Elementary,Santa Cruz,44,17,549.0,462.0,506.0,10.0,58.82
1984,44697650100305,S,Cypress Charter High,Live Oak Elementary,Santa Cruz,44,17,549.0,462.0,506.0,10.0,58.82
1985,44697990000000,D,,Pajaro Valley Unified,Santa Cruz,1300,453,468.0,473.0,462.0,151.0,33.33
1986,44697990105858,S,Pajaro Valley High,Pajaro Valley Unified,Santa Cruz,326,115,433.0,436.0,430.0,21.0,18.26
1987,44697990117804,S,Ceiba College Preparatory Academy,Pajaro Valley Unified,Santa Cruz,45,1,,,,,
1988,44697994430229,S,Pacific Coast Charter,Pajaro Valley Unified,Santa Cruz,68,3,,,,,
1989,44697994430518,S,Aptos High,Pajaro Valley Unified,Santa Cruz,306,152,532.0,529.0,521.0,91.0,59.87
1990,44697994437901,S,Watsonville High,Pajaro Valley Unified,Santa Cruz,434,182,437.0,452.0,433.0,38.0,20.88
1991,44698070000000,D,,San Lorenzo Valley Unified,Santa Cruz,265,114,550.0,526.0,523.0,67.0,58.77
